,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,RESALE,TARGET(PRICE_IN_LACS)
8307,0,0,1,0,450.0211775,1,85.0
8308,0,0,3,0,1300.0,1,65.0
8309,1,0,3,0,1265.182186,1,25.0
8310,0,0,2,0,883.2059055999998,1,33.5
8311,1,1,3,0,1620.2680810000004,1,220.0
8312,0,0,2,0,780.0312012,1,20.0
8313,0,0,2,0,807.4283407,1,20.0
8314,0,0,1,0,550.0550055,1,25.0
8315,0,0,2,0,1000.0,1,51.0
8316,1,0,2,0,1010.0,1,20.2
8317,0,1,2,0,1000.0,1,55.0
8318,0,0,3,0,1687.478907,1,150.0
8319,0,1,3,0,1645.091694,1,61.0
8320,0,0,3,0,1451.216789,1,65.0
8321,1,1,2,0,699.6812562999999,1,180.0
8322,0,0,3,0,2071.500167,1,62.0
8323,0,0,3,0,1869.158879,0,110.0
8324,1,1,1,0,463.0021142,0,21.9
8325,0,0,4,0,2746.365105,1,170.0
8326,1,0,2,0,932.2625698,0,26.7
8327,0,1,5,0,3558.718861,1,110.0
8328,0,0,2,0,1068.75,1,34.2
8329,1,1,3,0,642.3394151000001,0,25.7
8330,1,1,3,0,2995.370791,1,330.0
8331,0,0,3,0,1450.589302,1,32.0
8332,0,1,4,0,3193.102898,1,800.0
8333,0,0,2,0,1200.0,1,60.0
8334,0,0,3,0,1699.497876,1,44.0
8335,0,0,3,0,1825.201825,1,52.0
8336,0,0,2,0,1050.019091,1,110.0
8337,0,0,1,0,675.0675068,1,60.0
8338,0,0,2,0,820.2099738,1,25.0
8339,0,0,3,0,1841.213728,1,250.0
8340,1,1,1,0,685.0357741,1,45.0
8341,0,1,3,0,1995.759012,1,160.0
8342,0,0,3,0,1388.4829,1,190.0
8343,0,1,3,0,1711.9100019999996,1,140.0
8344,0,0,2,0,875.0607681,1,90.0
8345,0,0,3,0,1369.0975130000004,1,98.0
8346,1,1,2,0,603.5578145,0,76.0
8347,0,1,3,0,1333.333333,1,1.0
8348,1,0,2,0,1000.0,1,45.0
8349,0,0,3,0,1375.24558,1,42.0
8350,0,0,1,0,635.1292159,1,29.0
8351,0,0,3,0,1375.24558,1,42.0
8352,0,0,2,0,933.6465062,1,31.8
8353,0,0,2,0,900.0452284,1,19.9
8354,0,1,2,0,1200.252685,1,38.0
8355,0,0,3,0,2310.030395,1,950.0
8356,0,1,2,0,1300.21214,1,190.0
8357,0,0,3,0,1245.210728,1,52.0
8358,0,0,1,0,610.0536847,1,50.0
8359,0,0,3,0,2255.588169,1,99.9
8360,0,0,1,0,540.1755571,1,8.0
8361,0,0,2,0,960.0,1,120.0
8362,0,1,3,0,1752.966559,1,130.0
8363,1,1,2,0,491.5883767,0,45.0
8364,0,0,2,0,1199.904008,1,50.0
8365,0,1,3,0,1444.872783,1,93.7
8366,0,0,2,0,1111.111111,1,15.9
8367,0,0,2,0,800.0,1,95.0
8368,0,0,1,0,665.0544135,1,55.0
8369,0,0,3,0,1699.854298,1,70.0
8370,0,0,3,0,1602.136182,1,120.0
8371,1,1,2,0,622.1279603999999,0,35.2
8372,0,0,1,0,600.0857265,1,28.0
8373,0,0,2,0,930.3246239,1,23.5
8374,0,0,3,0,2255.3782100000008,1,130.0
8375,0,0,3,0,2100.105005,1,120.0
8376,1,1,2,0,1149.954002,1,150.0
8377,0,0,2,0,850.0188893,1,45.0
8378,0,0,3,0,1729.305972,1,150.0
8379,0,0,1,0,487.5986471,1,17.3
8380,0,1,1,0,559.9731213,1,100.0
8381,0,0,2,0,216494.8454,1,420.0
8382,0,1,3,0,1690.189929,1,97.0
8383,0,0,3,0,1448.717949,1,67.8
8384,0,0,2,0,1060.267857,1,38.0
8385,0,0,4,0,3250.270856,1,150.0
8386,0,0,2,0,1100.052383,1,63.0
8387,1,1,2,0,560.758145,0,100.0
8388,0,0,3,0,1599.803101,1,65.0
8389,1,0,2,0,687.732342,1,18.5
8390,0,0,1,0,600.0,1,66.0
8391,0,0,3,0,1550.8684859999996,1,25.0
8392,0,0,3,0,1315.0769710000004,1,170.0
8393,0,0,2,0,1250.0,1,65.0
8394,1,0,3,0,1414.913958,1,74.0
8395,0,0,2,0,899.9742864,1,35.0
8396,0,0,3,0,988.1965413,1,36.0
8397,0,0,4,0,2829.044861,1,210.0
8398,0,0,2,0,1033.362858,1,70.0
8399,0,0,2,0,900.024325,1,37.0
8400,0,0,2,0,850.0303582,1,28.0
8401,0,1,1,0,747.3108133999998,0,39.6
8402,0,0,2,0,1100.046318,1,95.0
8403,0,0,3,0,1250.0,1,50.0
8404,1,1,1,0,431.5585543,0,64.6
8405,0,0,3,0,1800.180018,1,160.0
8406,0,1,2,0,1150.040118,1,43.0
8407,0,0,2,0,918.079096,1,52.0
8408,0,0,1,0,670.2412869,1,12.5
8409,0,1,2,0,921.069464,1,72.0
8410,0,0,2,0,1075.268817,1,37.0
8411,0,0,2,0,1074.883554,1,30.0
8412,0,1,3,0,1492.132393,1,55.0
8413,0,1,2,0,1301.960784,1,16.6
8414,1,1,2,0,985.1736247,1,50.5
8415,1,0,3,0,1482.213439,1,120.0
8416,0,1,3,0,1575.203252,1,62.0
8417,0,0,3,0,1450.139054,1,73.0
8418,0,0,2,0,1113.888889,1,40.1
8419,0,1,2,0,963.2683658,1,25.7
8420,0,0,3,0,1050.199538,1,50.0
8421,0,0,2,0,949.7206704,1,170.0
8422,1,1,3,0,1160.811695,1,53.2
8423,0,0,3,0,2021.276596,1,95.0
8424,1,1,2,0,919.3993258,1,180.0
8425,0,0,2,0,1187.119751,1,80.0
8426,0,0,2,0,1280.199944,1,46.1
8427,1,1,1,0,781.4285714,1,54.7
8428,0,0,3,0,1500.0,1,390.0
8429,0,0,2,0,1065.1090880000004,1,62.0
8430,0,0,2,0,1300.268097,1,48.5
8431,1,1,1,0,651.4657980000002,1,100.0
8432,0,0,2,0,760.9756097999998,1,15.6
8433,0,0,2,0,1350.048216,1,140.0
8434,0,1,2,0,1224.489796,1,30.0
8435,0,0,1,0,296.969697,1,4.9
8436,0,0,2,0,1200.0,1,54.0
8437,0,0,2,0,1109.148017,1,56.5
8438,0,1,2,0,771.0280374,1,99.0
8439,1,1,2,0,988.8751545,1,160.0
8440,0,0,2,0,850.3401361,1,20.0
8441,1,0,2,0,1065.384615,1,27.7
8442,0,0,2,0,1106.006466,1,65.0
8443,0,0,3,0,1427.165354,1,87.0
8444,0,1,3,0,1850.383294,1,70.0
8445,0,1,3,0,2017.56526,0,82.7
8446,0,0,2,0,544.032642,1,32.0
8447,1,1,1,0,675.0675068,1,30.0
8448,0,0,2,0,1092.194025,1,34.0
8449,0,0,2,0,979.934671,1,42.0
8450,0,0,4,0,2625.714286,1,91.9
8451,0,0,2,0,925.1471825,1,55.0
8452,0,0,2,0,750.0,1,15.0
8453,1,1,2,0,1260.0,1,81.9
8454,0,0,2,0,640.2048656000002,1,15.0
8455,0,0,1,1,450.0450045,1,30.0
8456,0,1,2,0,495.378544,0,47.7
8457,0,0,3,0,1649.560117,1,45.0
8458,0,1,3,0,1687.40772,1,160.0
8459,0,0,2,0,1350.256549,1,50.0
8460,0,0,1,0,225.005181,1,76.0
8461,0,1,3,0,2016.564638,1,280.0
8462,0,0,2,0,1200.0,1,60.0
8463,1,1,2,0,950.444861,0,360.0
8464,1,1,1,0,700.0622278,1,45.0
8465,0,0,3,0,1400.098831,1,85.0
8466,0,0,3,0,1577.079774,1,120.0
8467,0,1,2,0,500.5347594,0,23.4
8468,1,0,2,0,990.0990099,1,50.0
8469,0,0,3,0,2250.056251,1,600.0
8470,0,0,2,0,800.0,1,25.0
8471,0,0,2,0,700.0538502999998,1,39.0
8472,0,0,1,0,800.0,1,19.0
8473,0,0,4,0,3596.198305,1,280.0
8474,0,0,3,0,1775.037369,1,95.0
8475,0,0,2,0,800.0,1,29.0
8476,0,1,2,0,1299.82669,1,45.0
8477,0,1,2,0,1171.833387,1,110.0
8478,0,0,1,0,860.1177002999998,1,38.0
8479,0,0,2,0,1049.92574,1,91.9
8480,0,0,3,0,1725.274725,1,78.5
8481,1,1,2,0,1092.355452,1,56.3
8482,0,0,2,0,1130.143034,1,64.0
8483,0,1,3,0,1541.210632,1,69.0
8484,0,0,4,0,4067.520846,1,200.0
8485,0,0,2,0,1060.029957,1,92.0
8486,0,1,2,0,1350.048216,1,280.0
8487,0,0,3,0,1402.24359,1,70.0
8488,0,0,2,0,1176.03912,1,48.1
8489,0,0,3,0,2106.445724,1,150.0
8490,0,0,2,0,968.9296557,1,150.0
8491,0,0,3,0,1400.147384,1,38.0
8492,0,1,3,0,1819.505095,1,100.0
8493,0,1,2,0,964.6962233,1,23.5
8494,0,0,2,0,712.0478496000002,1,25.0
8495,1,1,4,0,2600.004771,1,1090.0
8496,0,0,3,0,1312.106368,1,150.0
8497,0,0,2,0,650.1422186000002,1,16.0
8498,0,1,2,0,1204.819277,1,55.0
8499,0,0,1,0,449.64028780000007,1,12.5
8500,0,0,2,0,854.0795929,1,47.0
8501,0,0,2,0,900.1058947999999,1,25.5
8502,0,0,3,0,843.8818564999998,1,50.0
8503,0,0,1,0,585.000585,1,50.0
8504,0,0,3,0,1750.087504,1,150.0
8505,0,1,3,0,1375.137514,1,50.0
8506,0,0,2,0,830.0395257,1,21.0
8507,1,1,3,0,895.6796627999997,0,170.0
8508,0,0,2,0,1012.01771,1,32.0
8509,0,0,3,0,2057.613169,1,75.0
8510,0,1,4,0,1306.2409289999996,1,54.0
8511,0,0,2,0,1070.05855,1,53.0
8512,0,1,3,0,1983.053903,1,110.0
8513,0,0,2,0,1170.327692,1,32.5
8514,0,0,3,0,1180.173092,1,45.0
8515,0,0,2,0,1334.586466,1,28.4
8516,0,0,1,0,583.1212892000002,1,27.5
8517,0,0,2,0,980.2431611,1,25.8
8518,0,0,2,0,1110.053917,1,35.0
8519,0,1,3,0,1299.9835449999996,1,79.0
8520,0,0,2,0,1200.171453,1,56.0
8521,0,0,3,0,2502.085071,1,120.0
8522,1,1,2,0,984.0288511,1,95.5
8523,0,0,2,0,984.9790692,1,40.0
8524,0,0,2,0,1050.0718470000004,1,95.0
8525,0,0,2,0,970.9594845,1,110.0
8526,0,0,4,0,2660.575114,1,99.0
8527,0,0,2,0,899.9550022,1,60.0
8528,0,1,4,0,2695.035461,1,190.0
8529,0,1,2,0,950.0285009,1,50.0
8530,0,0,2,0,950.0059375,1,80.0
8531,0,0,2,0,1130.0043050000004,1,1050.0
8532,0,1,3,0,1481.158789,1,68.0
8533,0,1,2,0,1199.760048,1,40.0
8534,0,0,3,0,1660.038043,1,96.0
8535,0,0,3,0,1250.0,1,67.0
8536,0,0,2,0,600.0,1,48.0
8537,0,0,1,0,555.0986842,1,27.0
8538,0,1,2,0,1026.058632,1,94.5
8539,0,0,1,0,700.0840101,1,50.0
8540,0,0,3,0,2368.157391,1,260.0
8541,0,0,2,0,1000.0,1,140.0
8542,0,0,1,0,675.2954417999998,1,12.0
8543,1,1,1,0,560.0229753,1,39.0
8544,0,0,2,0,1000.0,1,24.0
8545,1,0,1,0,785.0401341,1,89.0
8546,1,0,1,0,420.2961672,0,19.3
8547,0,0,2,0,910.1251422,1,24.0
8548,1,1,2,0,1069.720614,1,170.0
8549,0,0,4,0,2400.137151000001,1,140.0
8550,0,0,2,0,920.1042785,1,60.0
8551,0,0,3,0,1500.0,1,36.0
8552,0,1,1,0,690.0172504,1,92.0
8553,0,0,2,0,1050.047729,1,77.0
8554,1,1,3,0,954.3990507,0,56.3
8555,0,1,2,0,1102.088167,1,57.0
8556,0,0,2,0,1000.0,1,35.0
8557,0,1,2,0,92383.49415,0,9000.0
8558,0,1,2,0,1465.087282,1,70.5
8559,1,1,1,0,600.0,0,46.8
8560,0,0,2,0,1200.097967,1,49.0
8561,0,0,1,0,500.0,1,11.5
8562,1,1,2,0,604.4952465,1,110.0
8563,0,0,2,0,1025.190393,1,35.0
8564,0,0,3,0,1345.09042,1,90.0
8565,0,0,3,0,2400.112946,1,170.0
8566,0,0,2,0,1300.2022539999996,1,45.0
8567,0,1,4,0,2771.855011,1,130.0
8568,0,0,2,0,1010.10101,1,77.0
8569,0,0,4,0,2833.21015,1,230.0
8570,0,0,4,0,3800.0,1,380.0
8571,0,0,1,0,549.8533723999999,1,15.0
8572,0,0,2,0,1099.5370369999996,1,19.0
8573,0,0,4,0,3285.758291,1,320.0
8574,0,0,1,0,419.8152813,1,20.0
8575,1,1,3,0,2250.512145,1,76.9
8576,0,0,2,0,1050.539466,1,18.5
8577,1,0,3,0,1323.23521,1,46.3
8578,1,0,2,0,1049.868766,1,40.0
8579,0,1,3,0,1328.983931,1,110.0
8580,1,1,2,0,1113.924051,0,66.0
8581,0,1,2,0,1069.028711,1,210.0
8582,0,0,3,0,1697.07255,1,160.0
8583,0,0,3,0,1706.72735,1,120.0
8584,0,0,3,0,2812.939522,1,260.0
8585,0,0,2,0,925.096986,1,31.0
8586,0,0,3,0,1674.022219,1,110.0
8587,1,0,1,0,385.0473287,1,24.0
8588,1,1,2,0,669.0279418,0,85.0
8589,1,0,3,0,1118.181818,1,36.9
8590,1,0,2,0,759.4361073,1,16.7
8591,1,0,3,0,1571.428571,1,110.0
8592,1,1,3,0,1204.081633,1,29.5
8593,0,0,2,0,777.0190723,1,33.0
8594,0,0,1,0,635.0136772000002,1,65.0
8595,0,1,4,0,1490.042157,1,410.0
8596,0,0,3,0,1480.165779,1,50.0
8597,0,0,2,0,1175.180194,1,75.0
8598,0,0,2,0,979.8865395,1,38.0
8599,0,0,2,0,1055.023535,1,65.0
8600,0,0,3,0,1450.276243,1,42.0
8601,0,0,3,0,1749.781277,1,80.0
8602,0,0,1,0,598.0066445,1,36.0
8603,0,0,1,0,622.6750767999998,1,38.5
8604,0,0,2,0,808.3333332999998,1,38.8
8605,0,1,3,0,1513.866232,1,46.4
8606,1,1,3,0,2081.165453,1,620.0
8607,1,0,3,0,1234.375,1,39.5
8608,0,1,3,0,1554.009998,1,71.5
8609,1,1,2,0,1290.054099,1,62.0
8610,0,0,2,0,1008.120975,1,36.0
8611,0,0,2,0,1068.577535,1,170.0
8612,0,0,3,0,1389.808074,1,21.0
8613,0,0,2,0,1100.110011,1,80.0
8614,0,0,2,0,1250.0,1,50.0
8615,0,0,2,0,1100.070972,1,62.0
8616,0,0,1,0,402.0549475,1,18.0
8617,1,1,4,0,2250.118427,1,95.0
8618,0,1,2,0,1074.91318,1,130.0
8619,1,1,1,0,525.0205086,1,64.0
8620,0,1,3,0,1660.8996539999996,1,120.0
8621,0,0,3,0,1573.831776,1,84.2
8622,0,0,2,0,1025.810721,1,31.0
8623,0,0,2,0,800.0,1,25.0
8624,0,1,3,0,1358.3815029999996,1,47.0
8625,0,0,1,0,430.0705316,1,25.0
8626,0,0,3,0,1820.020222,1,90.0
8627,0,0,4,0,3850.0506590000014,1,380.0
8628,0,1,2,0,1124.236253,1,27.6
8629,0,0,3,0,1890.148988,1,85.0
8630,0,1,1,0,420.0076365000001,1,22.0
8631,0,1,2,0,987.1244635,1,46.0
8632,0,0,2,0,932.2033898,1,110.0
8633,0,0,3,0,1036.10675,1,33.0
8634,0,0,2,0,1650.165017,1,120.0
8635,0,1,3,0,3163.503164,1,190.0
8636,0,0,1,0,550.0982318,1,19.6
8637,0,0,1,0,436.0056259,1,31.0
8638,0,1,2,0,771.8814611,1,11.2
8639,0,0,2,0,590.0948367000002,1,28.0
8640,1,1,2,0,1084.875558,1,85.0
8641,0,1,1,0,630.1824212,1,19.0
8642,0,0,1,0,592.1052632,1,18.0
8643,0,0,4,0,6829.654558,1,690.0
8644,0,0,3,0,1275.0,1,45.9
8645,0,0,1,0,624.0249610000002,1,52.0
8646,1,0,4,0,1625.0,1,130.0
8647,0,0,2,0,1250.0,1,58.0
8648,0,0,4,0,2773.969327,1,870.0
8649,0,0,3,0,1586.602027,1,36.0
8650,0,0,1,0,750.0914746000002,1,41.0
8651,0,0,3,0,2454.545455,1,270.0
8652,0,0,2,0,600.0,1,19.8
8653,0,0,2,0,1098.297639,1,160.0
8654,0,0,3,0,1310.902338,1,60.0
8655,0,0,2,0,1351.351351,1,240.0
8656,0,0,2,0,988.8888889,1,71.2
8657,0,0,2,0,1386.001386,1,40.0
8658,0,0,1,0,575.0025218999998,1,57.0
8659,0,0,3,0,1283.28521,1,40.0
8660,1,1,1,0,580.0095344,1,73.0
8661,0,0,3,0,1524.528302,1,80.8
8662,0,0,2,0,1171.1711710000004,1,65.0
8663,0,0,3,0,1284.615385,1,33.4
8664,0,0,2,0,1104.100946,1,35.0
8665,0,1,3,0,1534.632932,1,37.0
8666,0,0,2,0,940.1441554,1,30.0
8667,0,0,2,0,758.0064431,1,80.0
8668,0,0,2,0,1234.1869789999996,1,40.0
8669,0,0,3,0,947.4309474,1,31.9
8670,0,1,2,0,1189.885969,1,48.0
8671,0,0,3,0,1500.015,1,500.0
8672,0,0,2,0,1250.0,1,82.0
8673,0,0,2,0,1217.03854,1,60.0
8674,0,0,3,0,969.8825932,1,57.0
8675,0,0,3,0,1070.2166539999996,1,41.0
8676,0,0,1,0,487.0489263,1,22.0
8677,0,0,3,0,1650.038373,1,43.0
8678,0,0,3,0,1775.0604010000004,1,360.0
8679,0,0,3,0,1620.029455,1,33.0
8680,0,0,2,0,711.0057768999999,1,48.0
8681,0,1,2,0,837.0616251,1,58.0
8682,0,1,2,0,1080.108011,1,36.0
8683,0,0,2,0,1430.013459,1,170.0
8684,0,0,2,0,1148.178861,1,180.0
8685,0,1,3,0,1349.116873,1,35.9
8686,1,0,2,0,1161.971831,1,99.0
8687,0,1,2,0,1197.60479,1,100.0
8688,0,0,2,0,712.158137,1,26.3
8689,1,0,2,0,942.0076537999997,1,32.0
8690,0,1,3,0,1699.91327,1,98.0
8691,0,0,3,0,1750.10175,1,86.0
8692,0,0,2,0,1000.0,1,38.0
8693,0,0,2,0,864.0552994999998,1,30.0
8694,1,1,3,0,90931.43278,0,7400.0
8695,0,1,3,0,1600.698487,1,55.0
8696,1,1,3,0,1966.844619,1,210.0
8697,0,0,3,0,2449.77952,1,150.0
8698,0,0,3,0,1575.157516,1,70.0
8699,0,0,2,0,936.4890175,1,55.0
8700,0,1,3,0,1501.123596,1,66.8
8701,0,0,3,0,1380.02415,1,80.0
8702,1,1,2,0,1064.131669,1,75.0
8703,0,0,2,0,851.3513514,1,31.5
8704,0,0,2,0,1160.092807,1,110.0
8705,0,0,2,0,1200.1297439999996,1,74.0
8706,0,0,3,0,1377.018044,1,290.0
8707,0,0,2,0,1250.0,1,77.0
8708,0,0,3,0,1598.719677,1,94.9
8709,1,1,1,0,322.0110107,1,62.0
8710,0,0,3,0,1643.911953,1,59.0
8711,0,0,1,0,685.0495476,1,31.8
8712,0,0,2,0,753.0454042,1,34.0
8713,0,0,4,0,1399.776036,1,50.0
8714,0,1,4,0,3199.756209,1,210.0
8715,0,0,2,0,1200.20429,1,47.0
8716,0,0,3,0,2392.017496,1,350.0
8717,0,1,2,0,800.0,1,35.0
8718,0,0,1,0,570.0035625,1,32.0
8719,0,0,2,0,1115.04657,1,85.0
8720,0,0,1,0,750.0986972000002,1,19.0
8721,0,0,4,0,3150.684932,1,230.0
8722,0,0,2,0,950.0,1,19.0
8723,0,0,2,0,960.0,1,24.0
8724,1,1,2,0,1107.624146,1,180.0
8725,0,0,3,0,1470.155837,1,100.0
8726,0,0,2,0,1065.088757,1,54.0
8727,0,1,2,0,926.0378879,0,91.9
8728,0,0,2,0,1100.296234,1,26.0
8729,0,1,2,0,1060.0706710000004,1,87.0
8730,0,0,2,0,905.1724138,1,42.0
8731,0,0,3,0,1419.4811550000004,1,58.0
8732,0,0,2,0,1000.0,1,72.0
8733,0,0,1,0,800.0,1,49.0
8734,0,0,1,0,620.0396825,1,12.5
8735,0,0,3,0,1540.238737,1,40.0
8736,0,0,2,0,1099.706745,1,30.0
8737,0,0,3,0,1405.975395,1,72.0
8738,0,0,2,0,1089.056736,1,62.0
8739,0,1,3,0,1505.154639,1,73.0
8740,0,0,3,0,1862.428607,1,75.0
8741,0,1,2,0,592.1364282000002,1,25.0
8742,0,0,3,0,1450.245426,1,65.0
8743,0,0,3,0,1125.265393,1,26.5
8744,0,0,1,0,535.0384967,1,41.0
8745,0,0,2,0,1300.236407,1,55.0
8746,0,1,3,0,1763.307985,1,37.1
8747,0,0,2,0,1040.0,1,65.0
8748,0,0,2,0,1055.176962,1,48.0
8749,0,0,2,0,1240.566525,1,120.0
8750,0,0,3,0,1650.165017,1,60.0
8751,0,0,3,0,1100.0,1,330.0
8752,0,0,1,0,595.0167347999999,1,16.0
8753,0,0,3,0,2600.0,1,260.0
8754,0,0,3,0,1774.766054,1,110.0
8755,0,0,2,0,1085.271318,1,21.0
8756,0,0,3,0,900.0205719,1,350.0
8757,1,1,3,0,1634.028216,1,77.6
8758,0,0,2,0,1300.0,1,26.0
8759,0,1,2,0,585.1186362999998,1,25.4
8760,0,1,2,0,1395.038515,1,230.0
8761,0,0,2,0,858.0744809,1,50.0
8762,1,1,1,0,600.0481,1,49.9
8763,0,0,3,0,1625.663813,1,150.0
8764,0,0,3,0,1582.278481,1,130.0
8765,1,1,1,0,641.0009625,1,99.9
8766,1,0,2,0,917.7777778,1,82.6
8767,0,0,2,0,1296.082949,1,90.0
8768,0,1,4,0,3536.568114,1,250.0
8769,0,1,3,0,847.4065139,1,28.1
8770,0,0,2,0,924.4773147,1,130.0
8771,0,0,3,0,2600.183542,1,170.0
8772,0,0,3,0,1748.251748,1,70.0
8773,0,1,2,0,1250.0,1,22.0
8774,1,0,1,0,600.0705965,1,34.0
8775,0,1,1,0,470.0592683,1,23.0
8776,0,0,2,0,929.9442033,1,15.0
8777,0,0,3,0,2052.655065,1,46.0
8778,0,0,2,0,1000.0,1,79.0
8779,0,0,2,0,820.9057327,1,60.0
8780,0,0,5,0,863.9705882000002,1,47.0
8781,0,0,4,0,2375.071252,1,250.0
8782,0,0,2,0,1000.0,1,45.0
8783,1,0,3,0,2218.278616,1,350.0
8784,0,0,2,0,980.0226159,1,52.0
8785,0,0,2,0,1100.478469,1,23.0
8786,0,0,3,0,2559.181062,0,160.0
8787,0,0,2,0,1130.099228,1,41.0
8788,0,0,2,0,1199.873698,1,38.0
8789,0,0,3,0,1652.173913,1,190.0
8790,0,0,2,0,1400.0,1,21.0
8791,1,1,1,0,618.0811808,0,33.5
8792,0,0,3,0,1300.390117,1,40.0
8793,1,1,3,0,943.3962264,0,28.0
8794,0,1,3,0,1252.236136,1,210.0
8795,0,0,1,0,574.8397082,1,26.0
8796,0,0,3,0,1481.700993,1,100.0
8797,0,0,3,0,1550.087192,1,80.0
8798,0,1,3,0,2849.228334,1,72.0
8799,1,1,3,0,2916.666667,0,280.0
8800,0,1,1,0,650.0221597999998,1,44.0
8801,0,0,4,0,2597.065316,1,200.0
8802,0,0,2,0,1118.985453,1,180.0
8803,0,0,2,0,969.6969697,1,160.0
8804,0,1,2,0,599.9250093999998,1,32.0
8805,0,0,1,0,499.8809807,1,21.0
8806,0,0,2,0,1000.0,1,67.0
8807,0,0,1,0,626.5586035,1,20.1
8808,1,0,3,0,1250.0,1,32.5
8809,0,0,3,0,1700.0,1,85.0
8810,0,1,2,0,750.1071582000002,1,35.0
8811,1,1,2,0,823.3580341,1,130.0
8812,0,0,1,0,612.3341594999998,1,42.0
8813,1,0,3,0,1184.91921,1,33.0
8814,1,1,3,0,1484.56057,1,150.0
8815,0,0,7,0,4599.816007,1,950.0
8816,0,1,2,0,1150.0946279999996,1,79.0
8817,0,1,3,0,1698.911729,1,56.2
8818,0,1,2,0,1080.093054,1,65.0
8819,0,1,3,0,1960.040465,1,310.0
8820,1,1,1,0,716.0126465,1,38.5
8821,0,0,2,0,1020.024695,1,190.0
8822,0,0,2,0,720.0,1,27.0
8823,0,0,2,0,1378.201447,1,120.0
8824,0,1,2,0,1230.8114039999996,1,44.9
8825,0,0,1,0,406.3088686,1,110.0
8826,0,0,3,0,1450.133175,1,49.0
8827,1,1,2,0,704.0166,0,190.0
8828,0,0,3,0,1800.25718,1,42.0
8829,0,1,2,0,1020.199959,1,50.0
8830,0,1,2,0,107460.9432,0,7360.0
8831,0,0,1,0,681.0133479,1,25.0
8832,0,0,2,0,1000.0,1,16.0
8833,0,0,2,0,1111.111111,1,17.1
8834,0,1,2,0,1210.165389,1,60.0
8835,1,1,2,0,665.0430872999998,1,71.0
8836,0,1,2,0,1055.06948,1,82.0
8837,1,1,4,0,2334.899143,1,84.5
8838,0,0,3,0,1014.051862,1,70.0
8839,0,0,2,0,1368.925394,1,220.0
8840,0,1,2,0,1039.861352,1,60.0
8841,0,0,2,0,943.1892959,1,43.0
8842,0,0,4,0,3954.132068,1,300.0
8843,0,0,2,0,1200.0,1,45.0
8844,0,0,2,0,1337.067706,1,54.9
8845,0,0,2,0,1348.314607,1,48.0
8846,0,0,2,0,650.0847937000002,1,23.0
8847,0,0,3,0,1177.777778,1,31.8
8848,0,1,2,0,870.0380642000001,1,80.0
8849,1,1,1,0,415.62118,0,64.6
8850,0,1,3,0,2066.61804,0,170.0
8851,0,0,4,0,2014.443177,1,53.0
8852,0,1,2,0,819.8961465,1,30.0
8853,0,0,3,0,2052.672347,1,53.0
8854,0,0,2,0,1390.176089,1,120.0
8855,0,0,3,0,1100.052383,1,42.0
8856,0,0,1,0,650.0334576,1,68.0
8857,0,0,3,0,2018.043685,1,85.0
8858,0,1,2,0,1060.083284,1,89.1
8859,0,0,1,0,527.4261603,1,20.0
8860,0,0,1,0,605.0898736,1,34.0
8861,1,1,3,0,2232.929839,1,190.0
8862,0,0,3,0,2040.09434,1,51.9
8863,0,0,2,0,1296.036289,1,120.0
8864,1,0,2,0,910.6382979,1,42.8
8865,0,0,2,0,973.3183014,1,25.9
8866,0,1,2,0,869.8453607999999,1,27.0
8867,0,0,2,0,840.8234271,1,29.0
8868,0,1,3,0,1400.0,1,63.0
8869,0,0,2,0,900.0195656,1,46.0
8870,0,1,2,0,1090.068267,1,99.0
8871,0,0,2,0,975.0390016,1,75.0
8872,0,0,13,0,10460.25105,1,500.0
8873,1,1,2,0,992.3664122,1,260.0
8874,0,1,3,0,1606.640782,1,120.0
8875,1,1,3,0,660.0500282,0,81.8
8876,0,0,2,0,730.1587302,1,23.0
8877,1,0,4,0,2927.525884,1,410.0
8878,0,0,3,0,1733.501737,1,54.9
8879,0,1,3,0,2361.460957,1,150.0
8880,0,1,3,0,2752.752753,1,220.0
8881,0,1,2,0,1575.866727,1,35.0
8882,0,0,2,0,1226.993865,1,52.0
8883,1,1,3,0,1800.0,0,180.0
8884,1,1,3,0,1660.042086,1,71.0
8885,0,0,3,0,1780.233272,1,58.0
8886,0,0,3,0,1585.014409,1,110.0
8887,0,0,2,0,1070.717131,1,43.0
8888,0,0,3,0,2028.103723,1,280.0
8889,0,0,3,0,1400.0,1,35.0
8890,0,0,2,0,484.3994871,1,34.0
8891,0,0,3,0,1300.0,0,71.5
8892,1,1,2,0,1000.0,1,100.0
8893,0,0,3,0,1707.9419300000004,1,80.0
8894,0,1,1,0,412.979351,0,35.0
8895,0,0,2,0,1170.311056,1,38.0
8896,1,0,2,0,979.9918334,1,48.0
8897,0,1,3,0,1984.126984,1,250.0
8898,1,1,2,0,1234.210526,1,46.9
8899,0,0,3,0,1399.825022,1,48.0
8900,1,1,2,0,1045.118532,1,82.0
8901,0,0,1,0,635.0550381,1,45.0
8902,0,0,2,0,864.1382620999998,1,36.0
8903,0,0,3,0,1350.059065,1,240.0
8904,0,1,3,0,1799.0141399999998,1,500.0
8905,0,0,2,0,777.3109244,1,18.5
8906,0,1,2,0,1014.084507,1,36.0
8907,1,0,1,0,846.1538462000002,1,55.0
8908,0,1,3,0,2100.178515,1,200.0
